country,lan_name,chip_range,term,red,green,blue,speaker_num
Guatemala,Cakchiquel,E38,rosado,212.0,118.0,155.0,1
Guatemala,Cakchiquel,E39,morado,30.0,107.0,144.0,2
Guatemala,Cakchiquel,E39,quich,30.0,107.0,144.0,1
Guatemala,Cakchiquel,E39,rex,30.0,107.0,144.0,1
Guatemala,Cakchiquel,E39,rosado,30.0,107.0,144.0,1
Guatemala,Cakchiquel,E4,puluic,242.0,104.0,49.0,3
Guatemala,Cakchiquel,E4,quich,242.0,104.0,49.0,3
Guatemala,Cakchiquel,E40,morado,233.0,105.0,131.0,2
Guatemala,Cakchiquel,E40,quich,233.0,105.0,131.0,1
Guatemala,Cakchiquel,E40,rex,233.0,105.0,131.0,1
Guatemala,Cakchiquel,E40,rosado,233.0,105.0,131.0,1
Guatemala,Cakchiquel,E5,puluic,36.0,112.0,35.0,3
Guatemala,Cakchiquel,E6,puluic,219.0,134.0,39.0,1
Guatemala,Cakchiquel,E7,k'en,208.0,132.0,41.0,1
Guatemala,Cakchiquel,E7,mostasa,208.0,132.0,41.0,1
Guatemala,Cakchiquel,E7,puluic,208.0,132.0,41.0,1
Guatemala,Cakchiquel,E8,k'en,197.0,138.0,43.0,1
Guatemala,Cakchiquel,E8,mostasa,197.0,138.0,43.0,1
Guatemala,Cakchiquel,E9,c'ak'oj,186.0,144.0,45.0,1
Guatemala,Cakchiquel,E9,k'en,186.0,144.0,45.0,1
Guatemala,Cakchiquel,E9,mostasa,186.0,144.0,45.0,1
Guatemala,Cakchiquel,F0,kiek/kik,123.0,122.0,122.0,2
Guatemala,Cakchiquel,F0,quich,123.0,122.0,122.0,2
Guatemala,Cakchiquel,F0,tzil,123.0,122.0,122.0,2
Guatemala,Cakchiquel,F1,gris,219.0,61.0,93.0,1
Guatemala,Cakchiquel,F1,kiek/kik,219.0,61.0,93.0,1
Guatemala,Cakchiquel,F1,quich,219.0,61.0,93.0,6
Guatemala,Cakchiquel,F10,c'ak'oj,145.0,120.0,45.0,6
Guatemala,Cakchiquel,F11,c'ak'oj,136.0,125.0,47.0,4
Guatemala,Cakchiquel,F12,c'ak'oj,128.0,126.0,50.0,5
Guatemala,Cakchiquel,F13,c'ak'oj,118.0,130.0,53.0,4
Guatemala,Cakchiquel,F13,rex,118.0,130.0,53.0,1
Guatemala,Cakchiquel,F14,c'ak'oj,104.0,133.0,57.0,3
Guatemala,Cakchiquel,F14,rex,104.0,133.0,57.0,1
Guatemala,Cakchiquel,F15,rex,74.0,138.0,63.0,5
Guatemala,Cakchiquel,F16,rex,13.0,143.0,69.0,11
Guatemala,Cakchiquel,F17,rex,7.0,141.0,83.0,14
Guatemala,Cakchiquel,F18,rex,8.0,140.0,99.0,9
Guatemala,Cakchiquel,F19,rex,7.0,139.0,107.0,9
Guatemala,Cakchiquel,F2,quich,221.0,65.0,74.0,8
Guatemala,Cakchiquel,F20,rex,12.0,139.0,114.0,7
Guatemala,Cakchiquel,F21,rex,15.0,138.0,122.0,4
Guatemala,Cakchiquel,F22,rex,16.0,137.0,131.0,4
Guatemala,Cakchiquel,F23,rex,16.0,137.0,137.0,1
Guatemala,Cakchiquel,F25,azul,13.0,136.0,153.0,1
Guatemala,Cakchiquel,F25,celeste,13.0,136.0,153.0,1
Guatemala,Cakchiquel,F26,azul,12.0,134.0,160.0,2
Guatemala,Cakchiquel,F26,celeste,12.0,134.0,160.0,2
Guatemala,Cakchiquel,F27,azul,13.0,133.0,169.0,3
Guatemala,Cakchiquel,F27,celeste,13.0,133.0,169.0,2
Guatemala,Cakchiquel,F28,azul,18.0,131.0,179.0,3
Guatemala,Cakchiquel,F28,celeste,18.0,131.0,179.0,3
Guatemala,Cakchiquel,F28,rex,18.0,131.0,179.0,1
Guatemala,Cakchiquel,F29,azul,19.0,128.0,194.0,5
Guatemala,Cakchiquel,F29,celeste,19.0,128.0,194.0,2
Guatemala,Cakchiquel,F29,rex,19.0,128.0,194.0,1
Guatemala,Cakchiquel,F3,puluic,219.0,68.0,52.0,1
Guatemala,Cakchiquel,F3,quich,219.0,68.0,52.0,6
Guatemala,Cakchiquel,F30,azul,41.0,123.0,191.0,4
Guatemala,Cakchiquel,F30,celeste,41.0,123.0,191.0,1
Guatemala,Cakchiquel,F30,rex,41.0,123.0,191.0,1
Guatemala,Cakchiquel,F31,azul,101.0,117.0,185.0,2
Guatemala,Cakchiquel,F31,morado,101.0,117.0,185.0,2
Guatemala,Cakchiquel,F32,lila,123.0,111.0,178.0,1
Guatemala,Cakchiquel,F32,morado,123.0,111.0,178.0,3
Guatemala,Cakchiquel,F33,lila,138.0,107.0,175.0,2
Guatemala,Cakchiquel,F33,morado,138.0,107.0,175.0,5
Guatemala,Cakchiquel,F34,lila,148.0,99.0,173.0,2
Guatemala,Cakchiquel,F34,morado,148.0,99.0,173.0,4
Guatemala,Cakchiquel,F35,lila,161.0,99.0,165.0,2
Guatemala,Cakchiquel,F35,morado,161.0,99.0,165.0,3
Guatemala,Cakchiquel,F35,rex,161.0,99.0,165.0,1
Guatemala,Cakchiquel,F36,lila,179.0,87.0,161.0,1
Guatemala,Cakchiquel,F36,morado,179.0,87.0,161.0,3
Guatemala,Cakchiquel,F36,rex,179.0,87.0,161.0,1
Guatemala,Cakchiquel,F36,rosado,179.0,87.0,161.0,1
Guatemala,Cakchiquel,F37,lila,188.0,82.0,151.0,1
Guatemala,Cakchiquel,F37,morado,188.0,82.0,151.0,3
Guatemala,Cakchiquel,F37,rex,188.0,82.0,151.0,1
Guatemala,Cakchiquel,F37,rosado,188.0,82.0,151.0,1
Guatemala,Cakchiquel,F38,morado,198.0,79.0,134.0,2
Guatemala,Cakchiquel,F38,rex,198.0,79.0,134.0,1
Guatemala,Cakchiquel,F38,rosado,198.0,79.0,134.0,1
Guatemala,Cakchiquel,F39,morado,213.0,64.0,122.0,2
Guatemala,Cakchiquel,F39,quich,213.0,64.0,122.0,1
Guatemala,Cakchiquel,F39,rex,213.0,64.0,122.0,1
Guatemala,Cakchiquel,F39,rosado,213.0,64.0,122.0,1
Guatemala,Cakchiquel,F4,puluic,216.0,75.0,39.0,2
Guatemala,Cakchiquel,F4,quich,216.0,75.0,39.0,5
Guatemala,Cakchiquel,F40,morado,216.0,62.0,107.0,2
Guatemala,Cakchiquel,F40,quich,216.0,62.0,107.0,1
Guatemala,Cakchiquel,F40,rex,216.0,62.0,107.0,1
Guatemala,Cakchiquel,F40,rosado,216.0,62.0,107.0,1
Guatemala,Cakchiquel,F5,c'ak'oj,199.0,92.0,39.0,1
Guatemala,Cakchiquel,F5,puluic,199.0,92.0,39.0,1
Guatemala,Cakchiquel,F5,quich,199.0,92.0,39.0,1
Guatemala,Cakchiquel,F6,c'ak'oj,185.0,101.0,39.0,1
Guatemala,Cakchiquel,F7,c'ak'oj,173.0,108.0,40.0,3
Guatemala,Cakchiquel,F7,mostasa,173.0,108.0,40.0,1
Guatemala,Cakchiquel,F8,c'ak'oj,163.0,113.0,41.0,5
Guatemala,Cakchiquel,F8,mostasa,163.0,113.0,41.0,1
Guatemala,Cakchiquel,F9,c'ak'oj,153.0,117.0,43.0,4
Guatemala,Cakchiquel,F9,mostasa,153.0,117.0,43.0,1
Guatemala,Cakchiquel,G0,kiek/kik,96.0,96.0,97.0,2
Guatemala,Cakchiquel,G0,pitaya,96.0,96.0,97.0,1
Guatemala,Cakchiquel,G0,quich,96.0,96.0,97.0,1
Guatemala,Cakchiquel,G0,tzil,96.0,96.0,97.0,2
Guatemala,Cakchiquel,G1,kiek/kik,189.0,30.0,73.0,1
Guatemala,Cakchiquel,G1,pitaya,189.0,30.0,73.0,1
Guatemala,Cakchiquel,G1,quich,189.0,30.0,73.0,11
Guatemala,Cakchiquel,G10,c'ak'oj,115.0,95.0,38.0,7
Guatemala,Cakchiquel,G11,c'ak'oj,109.0,98.0,40.0,3
Guatemala,Cakchiquel,G12,c'ak'oj,102.0,100.0,42.0,4
Guatemala,Cakchiquel,G13,c'ak'oj,94.0,103.0,46.0,4
Guatemala,Cakchiquel,G13,rex,94.0,103.0,46.0,1
Guatemala,Cakchiquel,G14,c'ak'oj,84.0,105.0,46.0,3
Guatemala,Cakchiquel,G14,rex,84.0,105.0,46.0,1
Guatemala,Cakchiquel,G15,rex,56.0,110.0,53.0,3
Guatemala,Cakchiquel,G16,celeste,31.0,111.0,55.0,1
Guatemala,Cakchiquel,G16,rex,31.0,111.0,55.0,6
Guatemala,Cakchiquel,G17,celeste,10.0,112.0,67.0,1
Guatemala,Cakchiquel,G17,rex,10.0,112.0,67.0,9
Guatemala,Cakchiquel,G18,celeste,11.0,111.0,78.0,1
Guatemala,Cakchiquel,G18,rex,11.0,111.0,78.0,12
Guatemala,Cakchiquel,G19,celeste,12.0,111.0,86.0,1
Guatemala,Cakchiquel,G19,rex,12.0,111.0,86.0,9
Guatemala,Cakchiquel,G2,pitaya,189.0,31.0,53.0,1
Guatemala,Cakchiquel,G2,quich,189.0,31.0,53.0,9
Guatemala,Cakchiquel,G20,celeste,13.0,110.0,91.0,1
Guatemala,Cakchiquel,G20,rex,13.0,110.0,91.0,7
Guatemala,Cakchiquel,G21,celeste,13.0,109.0,97.0,1
Guatemala,Cakchiquel,G21,rex,13.0,109.0,97.0,6
Guatemala,Cakchiquel,G22,celeste,11.0,108.0,104.0,1
Guatemala,Cakchiquel,G22,rex,11.0,108.0,104.0,6
Guatemala,Cakchiquel,G23,celeste,11.0,108.0,111.0,1
Guatemala,Cakchiquel,G23,rex,11.0,108.0,111.0,2
Guatemala,Cakchiquel,G24,celeste,12.0,108.0,115.0,1
Guatemala,Cakchiquel,G24,rex,12.0,108.0,115.0,1
Guatemala,Cakchiquel,G25,azul,13.0,107.0,122.0,1
Guatemala,Cakchiquel,G25,celeste,13.0,107.0,122.0,1
Guatemala,Cakchiquel,G25,rex,13.0,107.0,122.0,1
Guatemala,Cakchiquel,G26,azul,18.0,106.0,128.0,4
Guatemala,Cakchiquel,G26,celeste,18.0,106.0,128.0,2
Guatemala,Cakchiquel,G26,rex,18.0,106.0,128.0,1
Guatemala,Cakchiquel,G27,azul,22.0,105.0,136.0,5
Guatemala,Cakchiquel,G27,celeste,22.0,105.0,136.0,2
Guatemala,Cakchiquel,G27,rex,22.0,105.0,136.0,1
Guatemala,Cakchiquel,G28,azul,18.0,104.0,145.0,7
Guatemala,Cakchiquel,G28,celeste,18.0,104.0,145.0,2
Guatemala,Cakchiquel,G29,azul,19.0,102.0,157.0,9
Guatemala,Cakchiquel,G29,celeste,19.0,102.0,157.0,2
Guatemala,Cakchiquel,G3,pitaya,186.0,35.0,38.0,1
Guatemala,Cakchiquel,G3,quich,186.0,35.0,38.0,8
Guatemala,Cakchiquel,G30,azul,31.0,98.0,165.0,6
Guatemala,Cakchiquel,G30,celeste,31.0,98.0,165.0,2
Guatemala,Cakchiquel,G31,azul,71.0,90.0,168.0,2
Guatemala,Cakchiquel,G31,celeste,71.0,90.0,168.0,1
Guatemala,Cakchiquel,G31,morado,71.0,90.0,168.0,2
Guatemala,Cakchiquel,G32,celeste,99.0,85.0,160.0,1
Guatemala,Cakchiquel,G32,morado,99.0,85.0,160.0,3
Guatemala,Cakchiquel,G33,lila,113.0,78.0,153.0,1
Guatemala,Cakchiquel,G33,morado,113.0,78.0,153.0,6
Guatemala,Cakchiquel,G34,lila,125.0,76.0,147.0,1
Guatemala,Cakchiquel,G34,morado,125.0,76.0,147.0,4
Guatemala,Cakchiquel,G35,lila,136.0,72.0,139.0,1
Guatemala,Cakchiquel,G35,morado,136.0,72.0,139.0,4
Guatemala,Cakchiquel,G35,rosado,136.0,72.0,139.0,1
Guatemala,Cakchiquel,G36,morado,145.0,69.0,131.0,3
Guatemala,Cakchiquel,G36,rosado,145.0,69.0,131.0,1
Guatemala,Cakchiquel,G37,morado,152.0,66.0,121.0,3
Guatemala,Cakchiquel,G37,pitaya,152.0,66.0,121.0,1
Guatemala,Cakchiquel,G37,rosado,152.0,66.0,121.0,1
Guatemala,Cakchiquel,G38,morado,158.0,62.0,109.0,2
Guatemala,Cakchiquel,G38,pitaya,158.0,62.0,109.0,1
Guatemala,Cakchiquel,G38,quich,158.0,62.0,109.0,2
Guatemala,Cakchiquel,G38,rosado,158.0,62.0,109.0,1
Guatemala,Cakchiquel,G39,morado,162.0,59.0,97.0,2
Guatemala,Cakchiquel,G39,pitaya,162.0,59.0,97.0,1
Guatemala,Cakchiquel,G39,quich,162.0,59.0,97.0,3
Guatemala,Cakchiquel,G39,rosado,162.0,59.0,97.0,1
Guatemala,Cakchiquel,G4,quich,177.0,52.0,36.0,5
Guatemala,Cakchiquel,G40,morado,165.0,60.0,88.0,2
Guatemala,Cakchiquel,G40,quich,165.0,60.0,88.0,4
Guatemala,Cakchiquel,G40,rosado,165.0,60.0,88.0,1
Guatemala,Cakchiquel,G5,c'ak'oj,158.0,72.0,34.0,4
Guatemala,Cakchiquel,G5,quich,158.0,72.0,34.0,1
Guatemala,Cakchiquel,G6,c'ak'oj,145.0,79.0,34.0,7
Guatemala,Cakchiquel,G7,c'ak'oj,138.0,84.0,34.0,8
Guatemala,Cakchiquel,G8,c'ak'oj,127.0,90.0,35.0,7
Guatemala,Cakchiquel,G9,c'ak'oj,121.0,93.0,36.0,5
Guatemala,Cakchiquel,H0,kiek/kik,72.0,71.0,73.0,2
Guatemala,Cakchiquel,H0,quich,72.0,71.0,73.0,1
Guatemala,Cakchiquel,H0,tzil,72.0,71.0,73.0,2
Guatemala,Cakchiquel,H1,quich,139.0,23.0,56.0,6
Guatemala,Cakchiquel,H10,c'ak'oj,84.0,70.0,30.0,5
Guatemala,Cakchiquel,H10,mostasa,84.0,70.0,30.0,1
Guatemala,Cakchiquel,H11,c'ak'oj,80.0,73.0,30.0,2
Guatemala,Cakchiquel,H12,c'ak'oj,75.0,74.0,31.0,3
Guatemala,Cakchiquel,H13,c'ak'oj,69.0,75.0,32.0,3
Guatemala,Cakchiquel,H14,c'ak'oj,63.0,76.0,36.0,2
Guatemala,Cakchiquel,H15,rex,47.0,81.0,37.0,4
Guatemala,Cakchiquel,H16,rex,29.0,82.0,40.0,4
Guatemala,Cakchiquel,H17,rex,13.0,84.0,51.0,7
Guatemala,Cakchiquel,H18,rex,11.0,84.0,58.0,6
Guatemala,Cakchiquel,H19,rex,11.0,83.0,63.0,5
Guatemala,Cakchiquel,H2,corinto,139.0,23.0,43.0,1
Guatemala,Cakchiquel,H2,quich,139.0,23.0,43.0,6
Guatemala,Cakchiquel,H20,rex,10.0,83.0,68.0,4
Guatemala,Cakchiquel,H21,azul,11.0,81.0,73.0,1
Guatemala,Cakchiquel,H21,rex,11.0,81.0,73.0,2
Guatemala,Cakchiquel,H22,azul,14.0,82.0,80.0,1
Guatemala,Cakchiquel,H22,rex,14.0,82.0,80.0,1
Guatemala,Cakchiquel,H23,azul,16.0,80.0,83.0,1
Guatemala,Cakchiquel,H24,azul,16.0,80.0,89.0,1
Guatemala,Cakchiquel,H24,sipso,16.0,80.0,89.0,1
Guatemala,Cakchiquel,H25,azul,17.0,79.0,92.0,2
Guatemala,Cakchiquel,H25,sipso,17.0,79.0,92.0,1
Guatemala,Cakchiquel,H26,azul,14.0,78.0,97.0,4
Guatemala,Cakchiquel,H26,sipso,14.0,78.0,97.0,1
Guatemala,Cakchiquel,H27,azul,14.0,79.0,104.0,5
Guatemala,Cakchiquel,H27,sipso,14.0,79.0,104.0,1
Guatemala,Cakchiquel,H28,azul,11.0,78.0,110.0,7
Guatemala,Cakchiquel,H29,azul,6.0,76.0,119.0,8
Guatemala,Cakchiquel,H3,quich,149.0,26.0,29.0,10
Guatemala,Cakchiquel,H30,azul,13.0,74.0,133.0,5
Guatemala,Cakchiquel,H31,azul,48.0,63.0,149.0,2
Guatemala,Cakchiquel,H31,morado,48.0,63.0,149.0,1
Guatemala,Cakchiquel,H32,azul,78.0,58.0,135.0,1
Guatemala,Cakchiquel,H32,morado,78.0,58.0,135.0,2
Guatemala,Cakchiquel,H33,morado,94.0,52.0,129.0,5
Guatemala,Cakchiquel,H34,morado,102.0,45.0,123.0,5
Guatemala,Cakchiquel,H35,morado,111.0,43.0,116.0,4
Guatemala,Cakchiquel,H35,rosado,111.0,43.0,116.0,1
Guatemala,Cakchiquel,H36,morado,118.0,38.0,109.0,4
Guatemala,Cakchiquel,H36,rosado,118.0,38.0,109.0,1
Guatemala,Cakchiquel,H37,corinto,130.0,28.0,87.0,1
Guatemala,Cakchiquel,H37,morado,130.0,28.0,87.0,3
Guatemala,Cakchiquel,H37,pitaya,130.0,28.0,87.0,1
Guatemala,Cakchiquel,H37,rosado,130.0,28.0,87.0,1
Guatemala,Cakchiquel,H38,corinto,130.0,28.0,87.0,1
Guatemala,Cakchiquel,H38,morado,130.0,28.0,87.0,2
Guatemala,Cakchiquel,H38,pitaya,130.0,28.0,87.0,1
Guatemala,Cakchiquel,H38,quich,130.0,28.0,87.0,1
Guatemala,Cakchiquel,H38,rosado,130.0,28.0,87.0,1
Guatemala,Cakchiquel,H39,corinto,134.0,25.0,77.0,1
Guatemala,Cakchiquel,H39,morado,134.0,25.0,77.0,2
Guatemala,Cakchiquel,H39,pitaya,134.0,25.0,77.0,1
Guatemala,Cakchiquel,H39,quich,134.0,25.0,77.0,2
Guatemala,Cakchiquel,H39,rosado,134.0,25.0,77.0,1
Guatemala,Cakchiquel,H4,quich,136.0,34.0,26.0,3
Guatemala,Cakchiquel,H40,corinto,137.0,24.0,66.0,1
Guatemala,Cakchiquel,H40,morado,137.0,24.0,66.0,2
Guatemala,Cakchiquel,H40,quich,137.0,24.0,66.0,2
Guatemala,Cakchiquel,H40,rosado,137.0,24.0,66.0,1
Guatemala,Cakchiquel,H5,c'ak'oj,122.0,51.0,24.0,1
Guatemala,Cakchiquel,H5,mostasa,122.0,51.0,24.0,1
Guatemala,Cakchiquel,H6,c'ak'oj,110.0,59.0,24.0,4
Guatemala,Cakchiquel,H6,caf'e,110.0,59.0,24.0,1
Guatemala,Cakchiquel,H6,mostasa,110.0,59.0,24.0,1
Guatemala,Cakchiquel,H7,c'ak'oj,104.0,63.0,23.0,4
Guatemala,Cakchiquel,H7,mostasa,104.0,63.0,23.0,1
Guatemala,Cakchiquel,H8,c'ak'oj,98.0,66.0,25.0,4
Guatemala,Cakchiquel,H8,mostasa,98.0,66.0,25.0,1
Guatemala,Cakchiquel,H9,c'ak'oj,89.0,70.0,32.0,4
Guatemala,Cakchiquel,H9,mostasa,89.0,70.0,32.0,1
Guatemala,Cakchiquel,I0,corinto,48.0,49.0,49.0,1
Guatemala,Cakchiquel,I0,kiek/kik,48.0,49.0,49.0,2
Guatemala,Cakchiquel,I0,quich,48.0,49.0,49.0,1
Guatemala,Cakchiquel,I0,tzil,48.0,49.0,49.0,1
Guatemala,Cakchiquel,I1,corinto,97.0,12.0,46.0,1
Guatemala,Cakchiquel,I1,quich,97.0,12.0,46.0,2
Guatemala,Cakchiquel,I10,tzil,55.0,48.0,30.0,1
Guatemala,Cakchiquel,I12,c'ak'oj,51.0,50.0,33.0,1
Guatemala,Cakchiquel,I13,c'ak'oj,48.0,51.0,35.0,1
Guatemala,Cakchiquel,I16,azul,25.0,55.0,32.0,1
Guatemala,Cakchiquel,I16,rex,25.0,55.0,32.0,1
Guatemala,Cakchiquel,I17,azul,17.0,55.0,37.0,1
Guatemala,Cakchiquel,I17,rex,17.0,55.0,37.0,2
Guatemala,Cakchiquel,I18,azul,4.0,57.0,39.0,1
Guatemala,Cakchiquel,I18,rex,4.0,57.0,39.0,2
Guatemala,Cakchiquel,I19,azul,5.0,57.0,42.0,1
Guatemala,Cakchiquel,I19,rex,5.0,57.0,42.0,2
Guatemala,Cakchiquel,I2,corinto,98.0,12.0,37.0,1
Guatemala,Cakchiquel,I2,quich,98.0,12.0,37.0,1
Guatemala,Cakchiquel,I20,azul,6.0,56.0,47.0,1
Guatemala,Cakchiquel,I20,rex,6.0,56.0,47.0,1
Guatemala,Cakchiquel,I21,azul,8.0,56.0,50.0,1
Guatemala,Cakchiquel,I21,kiek/kik,8.0,56.0,50.0,1
Guatemala,Cakchiquel,I21,rex,8.0,56.0,50.0,1
Guatemala,Cakchiquel,I22,azul,10.0,55.0,55.0,1
Guatemala,Cakchiquel,I22,kiek/kik,10.0,55.0,55.0,1
Guatemala,Cakchiquel,I23,azul,12.0,55.0,58.0,1
Guatemala,Cakchiquel,I23,kiek/kik,12.0,55.0,58.0,1
Guatemala,Cakchiquel,I24,azul,13.0,56.0,63.0,1
Guatemala,Cakchiquel,I24,kiek/kik,13.0,56.0,63.0,1
Guatemala,Cakchiquel,I24,sipso,13.0,56.0,63.0,1
Guatemala,Cakchiquel,I25,azul,10.0,54.0,65.0,1
Guatemala,Cakchiquel,I25,kiek/kik,10.0,54.0,65.0,1
Guatemala,Cakchiquel,I25,sipso,10.0,54.0,65.0,1
Guatemala,Cakchiquel,I26,azul,10.0,54.0,68.0,3
Guatemala,Cakchiquel,I26,kiek/kik,10.0,54.0,68.0,1
Guatemala,Cakchiquel,I26,sipso,10.0,54.0,68.0,1
Guatemala,Cakchiquel,I27,azul,6.0,53.0,73.0,3
Guatemala,Cakchiquel,I27,kiek/kik,6.0,53.0,73.0,1
Guatemala,Cakchiquel,I27,sipso,6.0,53.0,73.0,1
Guatemala,Cakchiquel,I28,azul,1.0,52.0,77.0,3
Guatemala,Cakchiquel,I29,azul,10.0,51.0,85.0,4
Guatemala,Cakchiquel,I3,quich,98.0,14.0,28.0,1
Guatemala,Cakchiquel,I30,azul,23.0,51.0,94.0,4
Guatemala,Cakchiquel,I31,azul,44.0,43.0,110.0,1
Guatemala,Cakchiquel,I31,morado,44.0,43.0,110.0,1
Guatemala,Cakchiquel,I32,morado,54.0,38.0,95.0,1
Guatemala,Cakchiquel,I33,morado,65.0,33.0,89.0,3
Guatemala,Cakchiquel,I34,morado,69.0,35.0,73.0,4
Guatemala,Cakchiquel,I35,morado,73.0,34.0,70.0,3
Guatemala,Cakchiquel,I36,corinto,86.0,21.0,71.0,1
Guatemala,Cakchiquel,I36,morado,86.0,21.0,71.0,3
Guatemala,Cakchiquel,I37,corinto,87.0,22.0,72.0,2
Guatemala,Cakchiquel,I37,morado,87.0,22.0,72.0,2
Guatemala,Cakchiquel,I38,corinto,90.0,17.0,65.0,2
Guatemala,Cakchiquel,I38,morado,90.0,17.0,65.0,2
Guatemala,Cakchiquel,I38,quich,90.0,17.0,65.0,1
Guatemala,Cakchiquel,I39,corinto,91.0,15.0,59.0,2
Guatemala,Cakchiquel,I39,morado,91.0,15.0,59.0,2
Guatemala,Cakchiquel,I39,quich,91.0,15.0,59.0,2
Guatemala,Cakchiquel,I4,quich,87.0,30.0,26.0,1
Guatemala,Cakchiquel,I40,corinto,94.0,14.0,53.0,2
Guatemala,Cakchiquel,I40,morado,94.0,14.0,53.0,2
Guatemala,Cakchiquel,I40,quich,94.0,14.0,53.0,2
Guatemala,Cakchiquel,I6,c'ak'oj,74.0,41.0,24.0,1
Guatemala,Cakchiquel,I6,tzil,74.0,41.0,24.0,1
Guatemala,Cakchiquel,I7,c'ak'oj,70.0,43.0,21.0,1
Guatemala,Cakchiquel,I7,tzil,70.0,43.0,21.0,1
Guatemala,Cakchiquel,I8,tzil,60.0,46.0,32.0,1
Guatemala,Cakchiquel,I9,tzil,58.0,47.0,32.0,1
Guatemala,Cakchiquel,J0,kiek/kik,37.0,37.0,37.0,26
Honduras,Jicaque,A0,pje,0.0,0.0,0.0,8
Honduras,Jicaque,C12,lu,10.0,206.0,38.0,1
Honduras,Jicaque,C13,lu,184.0,195.0,82.0,2
Honduras,Jicaque,C14,lu,180.0,212.0,68.0,1
Honduras,Jicaque,C15,lu,156.0,205.0,95.0,1
Honduras,Jicaque,C8,lu,253.0,187.0,67.0,1
Honduras,Jicaque,C9,lu,248.0,192.0,19.0,2
Honduras,Jicaque,D12,lu,183.0,180.0,51.0,1
Honduras,Jicaque,D13,lu,170.0,184.0,56.0,1
Honduras,Jicaque,D14,lu,151.0,189.0,60.0,1
Honduras,Jicaque,D15,lu,128.0,192.0,68.0,1
Honduras,Jicaque,D18,tsu,83.0,190.0,145.0,1
Honduras,Jicaque,D19,tsu,75.0,190.0,152.0,1
Honduras,Jicaque,D20,tsu,61.0,190.0,60.0,1
Honduras,Jicaque,D21,tsu,52.0,190.0,168.0,1
Honduras,Jicaque,D22,tsu,41.0,189.0,177.0,1
Honduras,Jicaque,D23,tsu,91.0,189.0,186.0,1
Honduras,Jicaque,D24,tsu,91.0,190.0,193.0,1
Honduras,Jicaque,D25,tsu,95.0,188.0,200.0,1
Honduras,Jicaque,D26,tsu,103.0,186.0,206.0,1
Honduras,Jicaque,D27,tsu,13.0,183.0,209.0,1
Honduras,Jicaque,D28,tsu,97.0,184.0,227.0,1
Honduras,Jicaque,D29,tsu,120.0,179.0,225.0,1
Honduras,Jicaque,D30,tsu,138.0,175.0,221.0,1
Honduras,Jicaque,D31,tsu,161.0,172.0,215.0,1
Honduras,Jicaque,D6,lu,247.0,146.0,33.0,2
Honduras,Jicaque,E0,tsjalam,148.0,148.0,147.0,1
Honduras,Jicaque,E0,upju,148.0,148.0,147.0,1
Honduras,Jicaque,E17,tsu,25.0,171.0,100.0,1
Honduras,Jicaque,E18,tsu,21.0,169.0,120.0,2
Honduras,Jicaque,E19,tsu,24.0,169.0,129.0,2
Honduras,Jicaque,E20,tsu,22.0,168.0,138.0,2
Honduras,Jicaque,E21,tsu,24.0,166.0,146.0,2
Honduras,Jicaque,E22,tsu,27.0,166.0,156.0,2
Honduras,Jicaque,E23,tsu,28.0,165.0,164.0,2
Honduras,Jicaque,E24,tsu,25.0,164.0,172.0,2
Honduras,Jicaque,E25,tsu,21.0,162.0,180.0,2
Honduras,Jicaque,E26,tsu,14.0,161.0,191.0,2
Honduras,Jicaque,E27,tsu,39.0,158.0,196.0,2
Honduras,Jicaque,E28,tsu,20.0,158.0,214.0,2
Honduras,Jicaque,E29,tsu,65.0,154.0,212.0,2
Honduras,Jicaque,E30,tsu,97.0,149.0,207.0,2
Honduras,Jicaque,E31,tsu,131.0,144.0,199.0,1
Honduras,Jicaque,E34,lu,167.0,134.0,189.0,1
Honduras,Jicaque,E35,lu,187.0,125.0,182.0,1
Honduras,Jicaque,E36,lu,197.0,121.0,179.0,1
Honduras,Jicaque,E37,lu,205.0,120.0,170.0,1
Honduras,Jicaque,E38,lu,212.0,118.0,155.0,1
Honduras,Jicaque,E39,lu,30.0,107.0,144.0,1
Honduras,Jicaque,E40,lu,233.0,105.0,131.0,1
Honduras,Jicaque,E8,lu,197.0,138.0,43.0,2
Honduras,Jicaque,F0,tsjalam,123.0,122.0,122.0,1
Honduras,Jicaque,F1,je,219.0,61.0,93.0,1
Honduras,Jicaque,F10,lu,145.0,120.0,45.0,1
Honduras,Jicaque,F13,je,118.0,130.0,53.0,1
Honduras,Jicaque,F17,tsu,7.0,141.0,83.0,1
Honduras,Jicaque,F18,tsu,8.0,140.0,99.0,2
Honduras,Jicaque,F19,tsu,7.0,139.0,107.0,2
Honduras,Jicaque,F2,je,221.0,65.0,74.0,1
Honduras,Jicaque,F20,tsu,12.0,139.0,114.0,2
Honduras,Jicaque,F21,tsu,15.0,138.0,122.0,2
Honduras,Jicaque,F22,tsu,16.0,137.0,131.0,2
Honduras,Jicaque,F23,tsu,16.0,137.0,137.0,2
Honduras,Jicaque,F24,tsu,17.0,137.0,145.0,2
Honduras,Jicaque,F25,tsu,13.0,136.0,153.0,2
Honduras,Jicaque,F26,tsu,12.0,134.0,160.0,2
Honduras,Jicaque,F27,tsu,13.0,133.0,169.0,2
Honduras,Jicaque,F28,tsu,18.0,131.0,179.0,3
Honduras,Jicaque,F29,tsu,19.0,128.0,194.0,4
